truckid,driverid,event,Region,velocity,event_ind,idling_ind
A55,A55,normal,Telok Blangah,25,No,No
A61,A61,normal,Geylang,68,No,No
A33,A33,normal,Aljunied,0,No,Yes
A14,A14,normal,Tampines,37,No,No
A89,A89,normal,Marsiling,67,No,No
A64,A64,normal,Yishun,40,No,No
A76,A76,normal,Jurong East,29,No,No
A34,A34,normal,Queenstown,25,No,No
A15,A15,unsafe following distance,Marine Parade,23,Yes,No
A53,A53,normal,Tampines,37,No,No
A53,A53,overspeed,Ang Mo Kio,79,Yes,No
A9,A9,normal,Bishan,54,No,No
A68,A68,normal,Bouna Vista,36,No,No
A75,A75,normal,Bishan,56,No,No
A50,A50,normal,Yishun,41,No,No
A63,A63,normal,Choa Chu Kang,15,No,No
A33,A33,normal,Choa Chu Kang,0,No,Yes
A56,A56,lane departure,Kent Ridge,41,Yes,No
A52,A52,normal,Bishan,0,No,Yes
A61,A61,normal,Alexandra,60,No,No
A2,A2,normal,Jurong East,54,No,No
A43,A43,normal,Queenstown,0,No,Yes
A54,A54,lane departure,Bedok,24,Yes,No
A90,A90,normal,Yio Chu Kang,53,No,No
A63,A63,normal,Yishun,53,No,No
A56,A56,normal,Woodlands,70,No,No
A55,A55,normal,Pasir Laba,56,No,No
A47,A47,normal,Yishun,17,No,No
A26,A26,normal,Yishun,58,No,No
A41,A41,normal,Yishun,0,No,Yes
A56,A56,normal,Aljunied,58,No,No
A47,A47,normal,Bukit Panjang,33,No,No
A44,A44,normal,Woodlands,39,No,No
A70,A70,normal,Yio Chu Kang,50,No,No
A37,A37,normal,Tampines,39,No,No
A71,A71,normal,Bishan,0,No,Yes
A11,A11,normal,Queenstown,63,No,No
A94,A94,lane departure,Little India,0,Yes,Yes
A82,A82,lane departure,Little India,45,Yes,No
A81,A81,normal,Yishun,27,No,No
A56,A56,normal,Sembawang,0,No,Yes
A5,A5,normal,Farrer Park,33,No,No
A83,A83,normal,Toa Payoh,42,No,No
A86,A86,normal,Farrer Park,33,No,No
A38,A38,normal,Tampines,57,No,No
A60,A60,normal,Tampines,0,No,Yes
A72,A72,normal,Kembangan,19,No,No
A83,A83,normal,Bishan,51,No,No
A22,A22,normal,Bouna Vista,16,No,No
A9,A9,normal,Woodlands,0,No,Yes
A10,A10,normal,Simei,0,No,Yes
A12,A12,normal,Tampines,43,No,No
A92,A92,normal,Queenstown,0,No,Yes
A22,A22,normal,Yishun,22,No,No
A20,A20,normal,Little India,50,No,No
A2,A2,normal,Pasir Ris,0,No,Yes
A51,A51,normal,Bukit Panjang,50,No,No
A83,A83,lane departure,Clementi,24,Yes,No
A76,A76,normal,Jurong East,32,No,No
A50,A50,normal,Yishun,18,No,No
A32,A32,normal,Bukit Panjang,0,No,Yes
A20,A20,normal,Clementi,64,No,No
A36,A36,normal,Tanglin,23,No,No
A73,A73,normal,Hougang,68,No,No
A92,A92,normal,Yishun,21,No,No
A82,A82,normal,Telok Blangah,0,No,Yes
A63,A63,normal,Tanglin,67,No,No
A35,A35,normal,Little India,37,No,No
A23,A23,normal,Hougang,54,No,No
A4,A4,normal,Yishun,51,No,No
A73,A73,normal,Queenstown,64,No,No
A76,A76,normal,Bouna Vista,0,No,Yes
A14,A14,unsafe following distance,Woodlands,54,Yes,No
A73,A73,normal,Hougang,32,No,No
A21,A21,normal,Choa Chu Kang,0,No,Yes
A56,A56,normal,Bishan,50,No,No
A61,A61,normal,Queenstown,20,No,No
A22,A22,normal,Chai Chee,70,No,No
A68,A68,normal,Toa Payoh,35,No,No
A8,A8,normal,Marsiling,0,No,Yes
A98,A98,normal,Kent Ridge,20,No,No
A45,A45,normal,Yishun,0,No,Yes
A90,A90,normal,Redhill,54,No,No
A96,A96,normal,Yishun,31,No,No
A2,A2,normal,Yishun,66,No,No
A66,A66,normal,Little India,33,No,No
A83,A83,normal,Novena,35,No,No
A17,A17,overspeed,Pasir Ris,90,Yes,No
A2,A2,normal,Novena,0,No,Yes
A63,A63,normal,Pasir Laba,22,No,No
A53,A53,normal,Tampines,0,No,Yes
A19,A19,normal,Tampines,68,No,No
A34,A34,normal,Tampines,0,No,Yes
A99,A99,normal,Yishun,0,No,Yes
A19,A19,normal,Punggol,33,No,No
A40,A40,normal,Bishan,55,No,No
A64,A64,normal,Tampines,51,No,No
A1,A1,normal,Tanglin,68,No,No
A88,A88,normal,Queenstown,38,No,No
A49,A49,normal,Yishun,0,No,Yes
A19,A19,normal,Bukit Batok,27,No,No
A83,A83,normal,Sembawang,45,No,No
A48,A48,normal,Choa Chu Kang,31,No,No
A88,A88,normal,Geylang,32,No,No
A26,A26,normal,Bouna Vista,26,No,No
A97,A97,overspeed,Teban Gardens,89,Yes,No
A19,A19,normal,Tampines,70,No,No
A87,A87,normal,Bukit Gombak,0,No,Yes
A81,A81,normal,Punggol,0,No,Yes
A56,A56,normal,Kent Ridge,64,No,No
A43,A43,normal,Clementi,58,No,No
A57,A57,normal,Marine Parade,49,No,No
A61,A61,normal,Yishun,0,No,Yes
A27,A27,normal,Hougang,0,No,Yes
A4,A4,normal,Punggol,60,No,No
A47,A47,normal,Little India,42,No,No
A61,A61,normal,Tampines,0,No,Yes
A21,A21,normal,Pasir Ris,0,No,Yes
A23,A23,normal,Bedok,62,No,No
A69,A69,normal,Queenstown,0,No,Yes
A89,A89,normal,Yishun,46,No,No
A36,A36,normal,Farrer Park,0,No,Yes
A36,A36,normal,Tampines,16,No,No
A63,A63,normal,Chai Chee,53,No,No
A71,A71,normal,Kent Ridge,24,No,No
A63,A63,normal,Woodlands,21,No,No
A39,A39,normal,Yishun,28,No,No
A95,A95,normal,Bouna Vista,75,No,No
A50,A50,normal,Sengkang,31,No,No
A29,A29,normal,Toa Payoh,0,No,Yes
A99,A99,unsafe following distance,Bouna Vista,53,Yes,No
A65,A65,normal,Hougang,64,No,No
A92,A92,normal,Bukit Batok,31,No,No
A99,A99,normal,Yishun,73,No,No
A4,A4,normal,Paya Lebar,0,No,Yes
A78,A78,normal,Clementi,63,No,No
A25,A25,normal,Toa Payoh,45,No,No
A59,A59,normal,Bishan,0,No,Yes
A12,A12,normal,Little India,30,No,No
A93,A93,normal,Yishun,0,No,Yes
A17,A17,normal,Pasir Ris,65,No,No
A75,A75,normal,Clementi,75,No,No
A76,A76,normal,Tampines,52,No,No
A29,A29,normal,Bishan,54,No,No
A100,A100,normal,Yishun,53,No,No
A72,A72,normal,Potong Pasir,33,No,No
A72,A72,normal,Yishun,16,No,No
A49,A49,normal,Tampines,0,No,Yes
A46,A46,normal,Bedok,60,No,No
A42,A42,normal,Queenstown,70,No,No
A3,A3,normal,Tampines,36,No,No
A35,A35,normal,Tampines,19,No,No
A78,A78,normal,Boon Lay,0,No,Yes
A44,A44,normal,Jurong East,0,No,Yes
A5,A5,normal,Farrer Park,61,No,No
A52,A52,normal,Woodlands,31,No,No
A26,A26,normal,Eunos,0,No,Yes
A96,A96,normal,Boon Lay,64,No,No
A41,A41,normal,Bukit Batok,43,No,No
A58,A58,normal,Tampines,31,No,No
A46,A46,normal,Queenstown,16,No,No
A9,A9,normal,Pasir Laba,0,No,Yes
A83,A83,normal,Novena,73,No,No
A8,A8,normal,Yishun,0,No,Yes
A3,A3,normal,Potong Pasir,47,No,No
A20,A20,normal,Bukit Merah,68,No,No
A6,A6,normal,Choa Chu Kang,38,No,No
A60,A60,normal,Novena,61,No,No
A87,A87,normal,Woodlands,61,No,No
A100,A100,normal,Queenstown,67,No,No
A1,A1,normal,Pasir Laba,73,No,No
A13,A13,normal,Telok Blangah,0,No,Yes
A4,A4,normal,Yishun,0,No,Yes
A31,A31,normal,Newton,0,No,Yes
A40,A40,normal,Woodlands,48,No,No
A17,A17,normal,Tampines,30,No,No
A73,A73,normal,Sengkang,61,No,No
A21,A21,normal,Woodlands,42,No,No
A36,A36,normal,Chai Chee,40,No,No
A50,A50,normal,Newton,47,No,No
A20,A20,normal,Yishun,18,No,No
A2,A2,normal,Redhill,50,No,No
A3,A3,unsafe following distance,Serangoon,31,Yes,No
A21,A21,normal,Kent Ridge,46,No,No
A99,A99,normal,Eunos,40,No,No
A80,A80,normal,Eunos,64,No,No
A74,A74,normal,Macpherson,58,No,No
A78,A78,normal,Yishun,26,No,No
A26,A26,normal,Eunos,24,No,No
A91,A91,normal,Chai Chee,58,No,No
A70,A70,normal,Yio Chu Kang,18,No,No
A38,A38,normal,Tampines,42,No,No
A6,A6,normal,Novena,44,No,No
A83,A83,normal,Toa Payoh,31,No,No
A8,A8,normal,Newton,0,No,Yes
A94,A94,normal,Yishun,0,No,Yes
A40,A40,normal,Farrer Park,33,No,No
A31,A31,normal,Yishun,0,No,Yes
A70,A70,normal,Bukit Merah,38,No,No
A39,A39,normal,Tampines,17,No,No
A8,A8,normal,Tampines,73,No,No
A33,A33,normal,Novena,33,No,No
A97,A97,normal,Little India,56,No,No
A90,A90,normal,Yio Chu Kang,0,No,Yes
A80,A80,normal,Yishun,71,No,No
A66,A66,normal,Bukit Panjang,71,No,No
A100,A100,normal,Queenstown,41,No,No
A77,A77,normal,Potong Pasir,31,No,No
A45,A45,normal,Bukit Batok,19,No,No
A8,A8,normal,Yishun,55,No,No
A54,A54,normal,Yishun,57,No,No
A69,A69,normal,Queenstown,0,No,Yes
A16,A16,normal,Woodlands,24,No,No
A59,A59,normal,Farrer Park,36,No,No
A89,A89,normal,Newton,0,No,Yes
A24,A24,lane departure,Woodlands,45,Yes,No
A40,A40,normal,Yio Chu Kang,0,No,Yes
A75,A75,normal,Aljunied,58,No,No
A96,A96,normal,Hougang,28,No,No
A86,A86,normal,Tanglin,0,No,Yes
A2,A2,normal,Novena,59,No,No
A66,A66,normal,Bukit Merah,70,No,No
A76,A76,normal,Kembangan,0,No,Yes
A9,A9,normal,Little India,53,No,No
A98,A98,normal,Choa Chu Kang,39,No,No
A41,A41,normal,Bukit Batok,22,No,No
A41,A41,normal,Bishan,40,No,No
A10,A10,normal,Tampines,0,No,Yes
A66,A66,normal,Marsiling,22,No,No
A65,A65,normal,Yishun,0,No,Yes
A80,A80,normal,Yishun,62,No,No
A90,A90,normal,Little India,60,No,No
A81,A81,normal,Marsiling,0,No,Yes
A13,A13,normal,Yio Chu Kang,34,No,No
A54,A54,normal,Yishun,63,No,No
A10,A10,normal,Bishan,23,No,No
A30,A30,normal,Tampines,49,No,No
A19,A19,normal,Geylang,0,No,Yes
A34,A34,normal,Tampines,61,No,No
A84,A84,normal,Marine Parade,74,No,No
A23,A23,normal,Hougang,0,No,Yes
A58,A58,normal,Yishun,19,No,No
A21,A21,normal,Tampines,62,No,No
A79,A79,normal,Toa Payoh,51,No,No
A72,A72,normal,Yishun,73,No,No
A36,A36,normal,Little India,19,No,No
A79,A79,normal,Sembawang,18,No,No
A71,A71,normal,Little India,45,No,No
A2,A2,normal,Novena,16,No,No
A5,A5,normal,Bukit Panjang,15,No,No
A39,A39,normal,Marsiling,49,No,No
A46,A46,normal,Paya Lebar,47,No,No
A3,A3,normal,Marine Parade,68,No,No
A6,A6,normal,Toa Payoh,40,No,No
A11,A11,normal,Yishun,22,No,No
A20,A20,normal,Little India,75,No,No
A43,A43,normal,Bukit Panjang,0,No,Yes
A91,A91,normal,Bukit Batok,16,No,No
A15,A15,normal,Queenstown,35,No,No
A37,A37,normal,Tampines,22,No,No
A91,A91,normal,Kembangan,45,No,No
A2,A2,normal,Clementi,43,No,No
A64,A64,unsafe following distance,Tampines,55,Yes,No
A13,A13,normal,Tanglin,58,No,No
A94,A94,normal,Kovan,63,No,No
A62,A62,normal,Yishun,23,No,No
A63,A63,normal,Yishun,32,No,No
A43,A43,normal,Macpherson,15,No,No
A51,A51,overspeed,Bukit Panjang,91,Yes,No
A85,A85,normal,Tampines,42,No,No
A77,A77,normal,Punggol,67,No,No
A17,A17,normal,Woodlands,0,No,Yes
A65,A65,normal,Queenstown,73,No,No
A86,A86,normal,Chai Chee,48,No,No
A58,A58,normal,Potong Pasir,54,No,No
A86,A86,unsafe following distance,Farrer Park,0,Yes,Yes
A49,A49,normal,Tampines,27,No,No
A42,A42,normal,Queenstown,65,No,No
A84,A84,normal,Yishun,69,No,No
A77,A77,normal,Hougang,0,No,Yes
A41,A41,normal,Woodlands,0,No,Yes
A93,A93,normal,Little India,39,No,No
A52,A52,normal,Kent Ridge,57,No,No
A19,A19,normal,Boon Lay,31,No,No
A47,A47,normal,Queenstown,31,No,No
A70,A70,normal,Teban Gardens,51,No,No
A84,A84,unsafe following distance,Bukit Batok,40,Yes,No
A88,A88,normal,Queenstown,16,No,No
A51,A51,normal,Tanglin,0,No,Yes
A55,A55,normal,Tanglin,56,No,No
A17,A17,normal,Choa Chu Kang,15,No,No
A48,A48,normal,Pasir Ris,71,No,No
A91,A91,normal,Bukit Gombak,68,No,No
A83,A83,normal,Bukit Gombak,45,No,No
A60,A60,normal,Novena,75,No,No
A69,A69,normal,Tampines,39,No,No
A6,A6,normal,Clementi,0,No,Yes
A62,A62,normal,Admiralty,58,No,No
A38,A38,normal,Yishun,33,No,No
A100,A100,normal,Boon Lay,0,No,Yes
A7,A7,normal,Bukit Batok,39,No,No
A24,A24,normal,Pasir Laba,58,No,No
A35,A35,normal,Yishun,0,No,Yes
A30,A30,normal,Tampines,42,No,No
A27,A27,normal,Yishun,18,No,No
A16,A16,normal,Admiralty,36,No,No
A19,A19,normal,Tampines,41,No,No
A74,A74,normal,Bukit Panjang,20,No,No
A89,A89,normal,Potong Pasir,36,No,No
A47,A47,normal,Woodlands,75,No,No
A69,A69,normal,Sengkang,38,No,No
A61,A61,normal,Bukit Batok,34,No,No
A3,A3,normal,Yishun,60,No,No
A21,A21,normal,Yishun,16,No,No
A17,A17,normal,Pasir Ris,22,No,No
A75,A75,normal,Toa Payoh,0,No,Yes
A65,A65,normal,Queenstown,19,No,No
A20,A20,normal,Teban Gardens,0,No,Yes
A93,A93,normal,Yishun,35,No,No
A83,A83,normal,Toa Payoh,50,No,No
A15,A15,normal,Alexandra,27,No,No
A17,A17,normal,Pasir Laba,46,No,No
A19,A19,normal,Bukit Batok,27,No,No
A12,A12,normal,Admiralty,27,No,No
A97,A97,normal,Queenstown,0,No,Yes
A40,A40,normal,Telok Blangah,48,No,No
A4,A4,normal,Yishun,40,No,No
A59,A59,normal,Boon Lay,0,No,Yes
A35,A35,normal,Yishun,0,No,Yes
A79,A79,normal,Yishun,28,No,No
A31,A31,normal,Yishun,22,No,No
A39,A39,normal,Newton,36,No,No
A100,A100,normal,Boon Lay,0,No,Yes
A2,A2,normal,Toa Payoh,61,No,No
A74,A74,normal,Bukit Panjang,0,No,Yes
A18,A18,normal,Bukit Batok,0,No,Yes
A3,A3,normal,Marine Parade,27,No,No
A72,A72,normal,Kembangan,37,No,No
A14,A14,normal,Bouna Vista,66,No,No
A34,A34,normal,Tampines,73,No,No
A89,A89,normal,Little India,31,No,No
A67,A67,normal,Woodlands,37,No,No
A62,A62,normal,Admiralty,36,No,No
A81,A81,normal,Paya Lebar,0,No,Yes
A96,A96,overspeed,Sengkang,88,Yes,No
A30,A30,normal,Alexandra,15,No,No
A96,A96,normal,Bukit Batok,46,No,No
A45,A45,normal,Woodlands,45,No,No
A14,A14,normal,Bukit Batok,64,No,No
A78,A78,normal,Woodlands,0,No,Yes
A27,A27,normal,Yishun,55,No,No
A87,A87,normal,Bukit Batok,32,No,No
A61,A61,normal,Tampines,37,No,No
A25,A25,normal,Bishan,18,No,No
A81,A81,normal,Newton,55,No,No
A21,A21,normal,Redhill,0,No,Yes
A63,A63,normal,Chai Chee,0,No,Yes
A70,A70,normal,Yio Chu Kang,73,No,No
A13,A13,normal,Little India,0,No,Yes
A99,A99,normal,Bukit Batok,51,No,No
A6,A6,normal,Woodlands,47,No,No
A26,A26,normal,Ang Mo Kio,67,No,No
A37,A37,normal,Bukit Batok,66,No,No
A20,A20,normal,Yio Chu Kang,0,No,Yes
A39,A39,normal,Tampines,0,No,Yes
A78,A78,normal,Yishun,58,No,No
A49,A49,normal,Eunos,0,No,Yes
A10,A10,normal,Tampines,60,No,No
A95,A95,normal,Potong Pasir,21,No,No
A15,A15,normal,Alexandra,43,No,No
A44,A44,normal,Tampines,27,No,No
A64,A64,normal,Woodlands,70,No,No
A64,A64,normal,Toa Payoh,0,No,Yes
A64,A64,normal,Bukit Batok,0,No,Yes
A41,A41,normal,Chai Chee,37,No,No
A33,A33,normal,Woodlands,31,No,No
A38,A38,normal,Tampines,41,No,No
A9,A9,normal,Tanglin,60,No,No
A2,A2,normal,Bishan,37,No,No
A85,A85,normal,Yishun,45,No,No
A91,A91,normal,Bukit Batok,66,No,No
A93,A93,normal,Queenstown,65,No,No
A78,A78,normal,Boon Keng,21,No,No
A23,A23,unsafe following distance,Paya Lebar,73,Yes,No
A21,A21,normal,Little India,36,No,No
A76,A76,normal,Bouna Vista,0,No,Yes
A8,A8,normal,Admiralty,54,No,No
A76,A76,normal,Kembangan,39,No,No
A81,A81,normal,Paya Lebar,21,No,No
A58,A58,normal,Hougang,18,No,No
A85,A85,normal,Yishun,56,No,No
A26,A26,normal,Bukit Batok,34,No,No
A55,A55,normal,Chai Chee,37,No,No
A84,A84,normal,Alexandra,0,No,Yes
A93,A93,normal,Clementi,0,No,Yes
A78,A78,normal,Teban Gardens,21,No,No
A80,A80,normal,Marine Parade,25,No,No
A93,A93,normal,Bukit Panjang,62,No,No
A48,A48,normal,Bishan,62,No,No
A2,A2,lane departure,Yio Chu Kang,24,Yes,No
A58,A58,normal,Hougang,0,No,Yes
A57,A57,normal,Alexandra,71,No,No
A57,A57,normal,Yishun,23,No,No
A63,A63,normal,Jurong East,0,No,Yes
A77,A77,normal,Boon Lay,75,No,No
A80,A80,normal,Alexandra,68,No,No
A81,A81,normal,Yishun,63,No,No
A53,A53,normal,Yishun,31,No,No
A14,A14,overspeed,Toa Payoh,89,Yes,No
A22,A22,normal,Tampines,0,No,Yes
A21,A21,normal,Redhill,73,No,No
A95,A95,normal,Ang Mo Kio,0,No,Yes
A9,A9,normal,Little India,0,No,Yes
A95,A95,normal,Tampines,69,No,No
A26,A26,normal,Tampines,0,No,Yes
A81,A81,normal,Hougang,40,No,No
A13,A13,normal,Bishan,57,No,No
A66,A66,normal,Yishun,47,No,No
A11,A11,normal,Marine Parade,50,No,No
A81,A81,normal,Little India,60,No,No
A59,A59,normal,Tanglin,75,No,No
A51,A51,normal,Bukit Merah,56,No,No
A14,A14,normal,Woodlands,67,No,No
A50,A50,normal,Yishun,19,No,No
A13,A13,normal,Tanglin,72,No,No
A30,A30,normal,Yishun,17,No,No
A31,A31,normal,Tampines,31,No,No
A19,A19,normal,Yishun,0,No,Yes
A64,A64,normal,Tampines,16,No,No
A85,A85,normal,Yishun,58,No,No
A21,A21,normal,Jurong East,16,No,No
A2,A2,normal,Redhill,46,No,No
A18,A18,normal,Bukit Batok,16,No,No
A51,A51,normal,Clementi,0,No,Yes
A88,A88,normal,Hougang,21,No,No
A62,A62,normal,Bukit Panjang,16,No,No
A71,A71,overspeed,Clementi,100,Yes,No
A7,A7,normal,Yishun,27,No,No
A75,A75,normal,Kovan,0,No,Yes
A99,A99,normal,Ang Mo Kio,54,No,No
A60,A60,normal,Bouna Vista,25,No,No
A6,A6,normal,Kent Ridge,0,No,Yes
A18,A18,normal,Toa Payoh,47,No,No
A56,A56,normal,Novena,21,No,No
A61,A61,normal,Tampines,51,No,No
A7,A7,overspeed,Yishun,81,Yes,No
A56,A56,normal,Novena,68,No,No
A34,A34,normal,Queenstown,53,No,No
A76,A76,normal,Ang Mo Kio,37,No,No
A14,A14,normal,Woodlands,0,No,Yes
A4,A4,normal,Yishun,75,No,No
A74,A74,normal,Bukit Merah,55,No,No
A2,A2,normal,Bishan,47,No,No
A52,A52,normal,Jurong East,31,No,No
A63,A63,normal,Tampines,0,No,Yes
A69,A69,normal,Paya Lebar,27,No,No
A34,A34,normal,Geylang,42,No,No
A85,A85,normal,Newton,47,No,No
A13,A13,normal,Woodlands,55,No,No
A70,A70,normal,Clementi,40,No,No
A30,A30,normal,Eunos,0,No,Yes
A12,A12,normal,Little India,66,No,No
A42,A42,normal,Queenstown,0,No,Yes
A14,A14,normal,Bukit Batok,40,No,No
A92,A92,normal,Yishun,50,No,No
A50,A50,normal,Boon Lay,0,No,Yes
A89,A89,normal,Newton,75,No,No
A12,A12,normal,Queenstown,54,No,No
A68,A68,overspeed,Ang Mo Kio,81,Yes,No
A68,A68,normal,Bouna Vista,25,No,No
A60,A60,normal,Yishun,31,No,No
A40,A40,unsafe following distance,Telok Blangah,46,Yes,No
A90,A90,normal,Yio Chu Kang,70,No,No
A86,A86,unsafe following distance,Pasir Laba,68,Yes,No
A77,A77,normal,Tampines,54,No,No
A70,A70,normal,Queenstown,51,No,No
A76,A76,normal,Kembangan,41,No,No
A77,A77,normal,Yishun,53,No,No
A69,A69,normal,Queenstown,0,No,Yes
A87,A87,normal,Clementi,48,No,No
A75,A75,normal,Bishan,33,No,No
A47,A47,normal,Woodlands,56,No,No
A76,A76,normal,Ang Mo Kio,63,No,No
A85,A85,normal,Tampines,20,No,No
A95,A95,unsafe following distance,Bouna Vista,53,Yes,No
A78,A78,normal,Teban Gardens,70,No,No
A62,A62,normal,Marsiling,27,No,No
A27,A27,normal,Bedok,41,No,No
A54,A54,normal,Paya Lebar,0,No,Yes
A35,A35,normal,Yishun,66,No,No
A90,A90,normal,Choa Chu Kang,0,No,Yes
A59,A59,normal,Bukit Panjang,40,No,No
A56,A56,normal,Bishan,56,No,No
A86,A86,normal,Little India,0,No,Yes
A99,A99,normal,Serangoon,31,No,No
A32,A32,normal,Tanglin,0,No,Yes
A76,A76,normal,Potong Pasir,35,No,No
A62,A62,normal,Bukit Panjang,44,No,No
A12,A12,normal,Little India,24,No,No
A62,A62,normal,Little India,53,No,No
A15,A15,normal,Tampines,70,No,No
A69,A69,normal,Boon Lay,43,No,No
A49,A49,normal,Bukit Batok,64,No,No
A96,A96,normal,Sengkang,17,No,No
A100,A100,normal,Bukit Batok,16,No,No
A41,A41,normal,Tampines,29,No,No
A51,A51,normal,Pasir Laba,0,No,Yes
A16,A16,normal,Admiralty,0,No,Yes
A13,A13,normal,Tampines,0,No,Yes
A51,A51,unsafe following distance,Pasir Laba,24,Yes,No
A83,A83,normal,Sembawang,53,No,No
A88,A88,normal,Yishun,0,No,Yes
A90,A90,normal,Little India,34,No,No
A2,A2,normal,Simei,42,No,No
A70,A70,normal,Yishun,75,No,No
A21,A21,normal,Aljunied,39,No,No
A98,A98,normal,Little India,54,No,No
A66,A66,normal,Bukit Merah,55,No,No
A15,A15,normal,Yishun,16,No,No
A27,A27,normal,Yishun,19,No,No
A29,A29,normal,Bishan,55,No,No
A20,A20,normal,Yio Chu Kang,0,No,Yes
A69,A69,normal,Boon Lay,0,No,Yes
A77,A77,normal,Hougang,60,No,No
A95,A95,normal,Bouna Vista,53,No,No
A56,A56,normal,Clementi,60,No,No
A46,A46,normal,Yishun,22,No,No
A7,A7,normal,Yishun,56,No,No
A92,A92,normal,Sengkang,22,No,No
A8,A8,normal,Potong Pasir,55,No,No
A91,A91,normal,Novena,60,No,No
A46,A46,normal,Punggol,46,No,No
A48,A48,normal,Aljunied,61,No,No
A13,A13,normal,Little India,60,No,No
A10,A10,normal,Novena,40,No,No
A85,A85,normal,Bukit Panjang,65,No,No
A42,A42,normal,Tampines,54,No,No
A72,A72,normal,Yishun,0,No,Yes
A99,A99,normal,Bukit Batok,0,No,Yes
A15,A15,normal,Marine Parade,74,No,No
A48,A48,normal,Sembawang,74,No,No
A61,A61,normal,Yishun,0,No,Yes
A67,A67,normal,Tampines,36,No,No
A25,A25,normal,Kent Ridge,54,No,No
A52,A52,normal,Aljunied,0,No,Yes
A24,A24,normal,Teban Gardens,73,No,No
A38,A38,normal,Yishun,64,No,No
A68,A68,normal,Kembangan,0,No,Yes
A38,A38,normal,Yishun,55,No,No
A53,A53,normal,Yishun,56,No,No
A87,A87,normal,Bouna Vista,25,No,No
A55,A55,normal,Tanglin,0,No,Yes
A22,A22,normal,Yishun,60,No,No
A35,A35,normal,Marsiling,23,No,No
A54,A54,normal,Yishun,59,No,No
A4,A4,normal,Yishun,25,No,No
A6,A6,normal,Clementi,43,No,No
A36,A36,normal,Tanglin,0,No,Yes
A10,A10,normal,Novena,58,No,No
A76,A76,normal,Yishun,43,No,No
A39,A39,normal,Yio Chu Kang,0,No,Yes
A48,A48,normal,Pasir Ris,0,No,Yes
A77,A77,normal,Yishun,0,No,Yes
A60,A60,normal,Bishan,60,No,No
A86,A86,normal,Woodlands,48,No,No
A67,A67,normal,Kovan,59,No,No
A60,A60,normal,Yishun,48,No,No
A80,A80,normal,Yishun,70,No,No
A7,A7,normal,Yishun,25,No,No
A81,A81,normal,Yishun,53,No,No
A76,A76,normal,Chai Chee,47,No,No
A15,A15,normal,Tampines,71,No,No
A50,A50,normal,Paya Lebar,0,No,Yes
A95,A95,normal,Eunos,37,No,No
A22,A22,normal,Bukit Batok,0,No,Yes
A34,A34,normal,Bukit Batok,64,No,No
A12,A12,normal,Yishun,23,No,No
A51,A51,normal,Bukit Merah,29,No,No
A11,A11,normal,Marine Parade,36,No,No
A39,A39,normal,Newton,0,No,Yes
A46,A46,normal,Boon Lay,59,No,No
A26,A26,normal,Serangoon,37,No,No
A31,A31,normal,Yio Chu Kang,54,No,No
A24,A24,normal,Yishun,0,No,Yes
A95,A95,normal,Bukit Batok,0,No,Yes
A47,A47,normal,Little India,0,No,Yes
A88,A88,normal,Geylang,0,No,Yes
A37,A37,normal,Bukit Batok,30,No,No
A65,A65,normal,Yishun,61,No,No
A41,A41,normal,Bouna Vista,16,No,No
A7,A7,normal,Eunos,40,No,No
A21,A21,normal,Kovan,49,No,No
A73,A73,unsafe following distance,Sengkang,23,Yes,No
A64,A64,normal,Tampines,55,No,No
A35,A35,normal,Potong Pasir,58,No,No
A28,A28,normal,Woodlands,62,No,No
A73,A73,normal,Yishun,22,No,No
A43,A43,normal,Admiralty,67,No,No
A51,A51,normal,Clementi,46,No,No
A82,A82,normal,Teban Gardens,29,No,No
A83,A83,normal,Novena,0,No,Yes
A9,A9,normal,Woodlands,39,No,No
A75,A75,normal,Clementi,0,No,Yes
A70,A70,normal,Queenstown,42,No,No
A100,A100,normal,Hougang,63,No,No
A69,A69,normal,Bukit Batok,0,No,Yes
A23,A23,normal,Paya Lebar,40,No,No
A41,A41,normal,Bukit Batok,31,No,No
A35,A35,normal,Newton,27,No,No
A32,A32,normal,Woodlands,75,No,No
A87,A87,unsafe following distance,Yishun,45,Yes,No
A79,A79,normal,Kent Ridge,16,No,No
A65,A65,normal,Bukit Batok,0,No,Yes
A24,A24,normal,Clementi,37,No,No
A95,A95,normal,Chai Chee,75,No,No
A94,A94,normal,Tampines,60,No,No
A70,A70,normal,Bukit Panjang,34,No,No
A46,A46,normal,Hougang,40,No,No
A58,A58,normal,Bukit Panjang,17,No,No
A49,A49,lane departure,Bukit Batok,45,Yes,No
A64,A64,normal,Kembangan,0,No,Yes
A26,A26,normal,Yishun,0,No,Yes
A45,A45,normal,Tampines,66,No,No
A93,A93,unsafe following distance,Bukit Panjang,15,Yes,No
A24,A24,normal,Pasir Laba,26,No,No
A70,A70,normal,Clementi,42,No,No
A76,A76,normal,Yishun,28,No,No
A84,A84,normal,Jurong East,15,No,No
A98,A98,normal,Yio Chu Kang,0,No,Yes
A69,A69,normal,Queenstown,47,No,No
A42,A42,normal,Alexandra,33,No,No
A67,A67,lane departure,Yishun,0,Yes,Yes
A27,A27,normal,Yishun,0,No,Yes
A66,A66,normal,Yio Chu Kang,65,No,No
A91,A91,normal,Toa Payoh,62,No,No
A86,A86,normal,Telok Blangah,43,No,No
A14,A14,normal,Simei,19,No,No
